review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1265243557,4.5,4,4.5,Goliath,Hefeweizen,4,4,Sierra Nevada Kellerweis Hefeweizen,4.8,48434
1251940970,3,3,3.5,kgs,English Barleywine,3,2,Blithering Idiot,11.1,1566
1166485891,4,4,4,GCBrewingCo,English Barleywine,4,3.5,Duck-Rabbit Barleywine Ale,11,34284
1232889589,4,4,4,thierrynantes,Hefeweizen,4,4,Julius Echter Hefe-Weissbier Hell,4.9,613
1282846673,4,4,4,claspada,Rye Beer,4,4.5,Summit India Style Rye Ale,6.3,56474
1263350321,4.5,3.5,4,drtth,American Pale Ale (APA),3.5,4,Sierra Nevada Pale Ale,5.6,276
1319975535,4.5,4.5,4,GJ40,American Double / Imperial Stout,4.5,4.5,Imperial Stout,10.2,54593
1148439083,3.5,4.5,4,clabaugh,Maibock / Helles Bock,3.5,3.5,Dead Guy Ale,6.5,355
1209691195,4,3.5,3.5,andrewt960,American Double / Imperial Stout,3.5,4,Hitachino Nest Espresso Stout,7.5,37836
1301690235,2,3,2.5,BrewCrew2010,American Pale Wheat Ale,3,3,312 Urban Wheat,4.2,17141
1241564284,4,4,3.5,paco1029384756,American Double / Imperial Stout,4,4.5,Mokah,11.2,49286
1251309532,4,4,4,Gavage,Saison / Farmhouse Ale,4.5,4.5,Saison De Lente,6.5,46983
1311103995,3.5,3,3.5,notchucknorris,American Double / Imperial IPA,4,3.5,Baird / Ishii / Stone Japanese Green Tea IPA,9.2,70910
1205725800,4.5,4,4,n1ckels,Dubbel,3,5,Trader Joe's 2007 Vintage Ale,9,40180
1140978978,4,4,4,Jredner,Belgian Dark Ale,4,4,1554 Enlightened Black Ale,5.6,1914
1209838938,4.5,4.5,4.5,barleywinefiend,Russian Imperial Stout,4.5,4.5,Yeti Imperial Stout,9.5,12013
1214768317,3.5,3.5,4,Bitterbill,American Double / Imperial Stout,4,3.5,Bourbon Barrel Stout,7.4,18473
1226377534,3,3,3.5,TylerAddisonJ13,American Porter,2.5,4,Samuel Adams Holiday Porter,5.8,20564
1126823379,1,3.5,4,Viggo,Scottish Ale,3,1.5,Innis And Gunn Oak Aged Beer,6.6,12719
1284619289,4,3,4,shodrod,Belgian IPA,3,4,Raging Bitch Belgian-Style IPA,8.3,52855
1177159476,3.5,3.5,4,mikesgroove,American Porter,3.5,4,Imperial Espresso Porter,8,34893
1261011247,4.5,4.5,4,AlexMunse,Oatmeal Stout,5,4.5,Samuel Smith's Oatmeal Stout,5,571
1198459367,4,3.5,3,younger35,Fruit / Vegetable Beer,3.5,3,Wasatch Apricot Hefeweizen,4,5661
1179548406,3.5,3.5,4,RonfromJersey,American Porter,3,3,Imperial Espresso Porter,8,34893
1225163383,3.5,3,3.5,maddogruss,American IPA,3.5,3.5,Hoppy Trails IPA,6,3827
1293574103,3.5,4,4.5,oberon,American Double / Imperial IPA,4,3.5,Hop Rising Double IPA,9,52433
1258443543,5,4.5,5,WYVYRN527,Russian Imperial Stout,5,5,Darkness,10.3,33127
1295742683,4.5,4,4.5,northyorksammy,American Barleywine,4.5,4,Barrel Aged Old Ruffian,12.7,45249
1240883858,4.5,4.5,4.5,joe1510,American IPA,4.5,4,Shimkos' Simcoes,8.7,49240
1096511518,4,4,4,TripelJ,Belgian Strong Pale Ale,4,4.5,Stone 04.04.04 Vertical Epic Ale,8.5,16441
1183126988,3.5,4,3.5,Cresant,American Amber / Red Ale,3.5,3.5,Big Red (Imperial Red),9.5,31503
1324882325,2,2.5,4,TMoney2591,American Barleywine,3.5,1.5,He'Brew Genesis 15:15,13.4,73599
1240634811,3.5,3,4.5,BrewsCrewSA,Dubbel,3.5,4,Ommegang (Abbey Ale),8.5,142
1264368620,4,4.5,5,becktone,Baltic Porter,4,4.5,Fra Til (From To),8,45993
1148429719,4,4.5,4,sinistrsam,American Stout,4.5,4.5,Bell's Kalamazoo Stout,6,1117
1243196152,3.5,3.5,4,Gueuzedude,Witbier,3,3.5,Samuel Adams Imperial White,10.3,47317
1283011722,3,2.5,4,rarbring,English Strong Ale,2.5,3.5,Innis & Gunn Limited Edition Highland Cask,7.1,52610
1206004707,4.5,3.5,3.5,mattster,Vienna Lager,4,4,Samuel Adams Boston Lager,4.9,104
1241668806,5,4,4,DanielClouser,Belgian Strong Pale Ale,3.5,4.5,Flanders Golden Ale,,28115
1235445215,4,3.5,4,Yetiman420,American Pale Lager,4,3.5,Totally Naked,4.25,6228
1262836552,3,3.5,2.5,Clydesdale,American Porter,3,3.5,Gatekeeper,5,51790
1231906025,4,2.5,3.5,MadeInOregon,American IPA,3.5,4,Terminal Gravity IPA,6.9,5487
1295925885,4,4.5,4.5,Frosty80,American Strong Ale,4.5,4.5,He'Brew Jewbelation Vertical (Rye Whiskey Barrel Aged Blend),10.5,63227
1235524748,4.5,3.5,3,Bowdoinbeerboy,American Barleywine,4,4,Stone Old Guardian Barley Wine Style Ale 2009,11.3,47772
1282049826,2.5,3.5,4.5,dyan,Belgian Strong Pale Ale,3,2.5,Yeast Series: Belgian Ale,8,60030
1294763679,4,4,4,thagr81us,American IPA,4,4,Coulter IPA,7.2,57940
1248234165,3,3.5,4,Wetpaperbag,American Strong Ale,2.5,3,Cuvee Series One (Oak Aged Series),11,43739
1288656857,5,4.5,5,rye726,American Double / Imperial Stout,4.5,4.5,Black Damnation II - Mocha Bomb,12,55554
1292192300,4,4,4,Axic10,American Double / Imperial IPA,4,4.5,Double Wide I.P.A.,8.5,39639
1285125257,4,4.5,4,hoppymcgee,Scotch Ale / Wee Heavy,4,4.5,Berkshire Bourbon Barrel Scotch Ale,9.2,39619
1270878836,3,4,4.5,VWBuggirl,Witbier,3,3,Samuel Adams Imperial White,10.3,47317
1322266165,4.5,4,3.5,Sean9689,American Brown Ale,4,4.5,Moe's Bender,5.52,58120
1113016840,4.5,3,3.5,MABZ,Czech Pilsener,3,5,Budweiser Budvar,5,6715
1197942840,3.5,4.5,5,Tilley4,Baltic Porter,4.5,4.5,Gonzo Imperial Porter,9.2,24071
1233706093,4.5,4.5,4,brewandbbq,American IPA,4,4.5,Sculpin India Pale Ale,7,29619
1324875140,4,3.5,4.5,emerge077,American Pale Wheat Ale,4,4,Halcyon Unfiltered Wheat,5,67634
1315441255,4,4.5,4,KSac4115,American Black Ale,4.5,4,Stone 15th Anniversary Escondidian Imperial Black IPA,10.8,72138
1203897274,3,2.5,4,AylwinForbes,American Blonde Ale,3,3,Golden Glory,5,4702
1173065773,4,3,2.5,jcdiflorio,American Amber / Red Ale,3.5,4,Jamaica Red Ale,6.5,735
1258852491,4,4,4,Viggo,Lambic - Fruit,4.5,4.5,Cantillon Lou Pepe - Framboise,5,13825
1216637596,4,4,3.5,brendan13,English Pale Ale,4,4,Samuel Smith's Old Brewery Pale Ale,5,575
1261009998,3.5,3,3.5,Vancer,Winter Warmer,3,3.5,Dundee Festive Ale,6.2,26576
1130647573,4,3,4,badturtle,Munich Helles Lager,4.5,4.5,Hacker-Pschorr Edelhell,5.5,9603
1262535395,4,4,4,cvstrickland,Scotch Ale / Wee Heavy,4.5,4.5,Highland Tasgall Ale,8,25516
1285636025,3.5,4,4,Jayli,Milk / Sweet Stout,2.5,3.5,Cerveza Jerome Negra,6.5,34244
1300222331,4,4.5,4,zoso1967,American Double / Imperial Stout,5,4.5,Founders KBS (Kentucky Breakfast Stout),11.2,19960
1034420037,3,3.5,4,Bierman9,Munich Helles Lager,3,3,Tegernsee Hell,4.8,6575
1225467161,4,3.5,3,garymuchow,Vienna Lager,3.5,3.5,Trader Joe's Vienna Style Lager,5.7,21674
1290320213,4.5,4.5,4,larryi86,Lambic - Fruit,4.5,4.5,Lindemans Framboise,2.5,599
1297402977,4,4,4,bluemoonswoon,Belgian IPA,3.5,4.5,Belgica,7.2,49436
1053460697,4.5,4,4.5,dwarbi,English India Pale Ale (IPA),3.5,3.5,ImPaled Ale,6.5,331
1217648455,4,4.5,3,dacrza1,American Pale Wheat Ale,4,4.5,Hop Sun (Summer Wheat Beer),5.1,17497
1162701181,5,4.5,4.5,guinness33,American Stout,4.5,4.5,Stump Jumper Gnarly Stout,5.8,16120
1229540394,3.5,3.5,4,ChainGangGuy,Winter Warmer,4,4,First Snow Ale,6,26344
1313905986,1.5,1.5,1.5,MrDonQuixote,American Adjunct Lager,1.5,2,Coors,5,1276
1215368939,4,4,4,mizzoueng,Flanders Red Ale,3.5,3,Duchesse De Bourgogne,6,1745
1105219052,3.5,3.5,4,CRJMellor,American Blonde Ale,3,3.5,Farmhouse Summer Ale,4.6,1959
1254937427,4,3.5,4,BigMcLargeHuge,American Barleywine,4,4,Schlafly Reserve - Barleywine Style Ale,10.2,34514
1306029902,2,3.5,3,comfortablynumb1,American Wild Ale,1.5,3,Petit Obscura,4,66451
1300760262,3.5,3,4.5,brewemstrong,American Amber / Red Ale,3,3.5,Captain Sig's Northwestern Ale,6.2,51071
1240118313,1.5,1.5,3,Rayek,American Adjunct Lager,1.5,1.5,Lone Star Beer,4.72,1719
1269472846,4.5,4,4,jctribe25,American Strong Ale,4.5,4.5,Gold Stock Ale,6.5,934
1315625025,3,3,2.5,CrazyMike,American Adjunct Lager,3,3,Lucky Beer,4.8,36237
1300240733,5,4,4,crossovert,Smoked Beer,4.5,4.5,Tarry Suchong,6,52747
1325202103,2,2,4,Never2Dark,American Double / Imperial Stout,2.5,1.5,Bourbon Barrel Stout,11.5,52568
1251596477,4,4.5,4.5,ocelot2500,American Barleywine,4,4,Stone Old Guardian Barley Wine Style Ale 2009,11.3,47772
1260480632,4.5,4,4,easement,Lambic - Fruit,4,4,Struise Alvinne Keralensis,6,48352
1169790373,4,3.5,4,EPICAC,Extra Special / Strong Bitter (ESB),3.5,4,Harvest Ale,6.7,13637
1321839729,4,4.5,4,Marty30,Russian Imperial Stout,3.5,4,Barrel Aged Sexual Chocolate,9.75,51153
1278639743,3,3.5,3.5,ccrida,Fruit / Vegetable Beer,3.5,3,Cassissona,6.4,24310
1293501019,4,4,4.5,LtCracker20,American Strong Ale,5,4,Arrogant Bastard Ale,7.2,92
1289179435,4,3,3.5,marcobrau,American Amber / Red Ale,4,3,Drop Kick Ale,,51870
1214824261,3.5,4,4,cvstrickland,American Double / Imperial IPA,4,4.5,XS Imperial India Pale Ale,9.5,358
1297733651,2,1.5,1.5,ElijahCSkuggs,Light Lager,2,1.5,Corona Light,4.1,233
1325559912,4,4,3.5,corby112,Doppelbock,4.5,4.5,Unplugged Bourbon Barrel Bock,,37221
1297259860,4.5,4.5,4.5,generallee,Flanders Red Ale,5,4.5,Duchesse De Bourgogne,6,1745
1262984067,3,3.5,4,TommyW,Fruit / Vegetable Beer,2.5,2.5,Blue Point Blueberry,4.6,18207
1304949958,2.5,3,3,KajII,American Brown Ale,2,3,Diamond Knot Brown Ale,5.6,5522
1315439313,4.5,5,5,GabrielM,Russian Imperial Stout,4,4,Black Hole (Cognac Edition),13.1,63181
1289222445,4.5,4,4,BuckeyeNation,American Wild Ale,4,4,Brabant,8.65,47139
1117063474,4,4,4,WesWes,Scottish Ale,4,4,Lia Fail,4.7,3264
1298521687,3.5,3.5,4.5,whatthehull,American Strong Ale,3.5,4,Arrogant Bastard Ale,7.2,92
1155232602,3,2.5,3,jwc215,American Adjunct Lager,2.5,2.5,Estrella Galicia,5.5,5481
1166121460,3,4,4,trevorwideman,Fruit / Vegetable Beer,4,4,Wisconsin Belgian Red,4,1577
1254933677,3.5,3,3,kurp001,American IPA,4,3.5,Snake Dog IPA,7.1,205
1204770297,3.5,4,4,bassmantin,Russian Imperial Stout,3,4,Bell's Expedition Stout,10.5,1444
1134568806,4,4,3.5,clvand0,American Porter,3.5,4,Bourbon Barrel Smoked Porter,7,27347
1268449643,3,2.5,3.5,beerwolf77,American Amber / Red Ale,4,3.5,Dank Imperial Red,9.2,46670
1220497608,5,4,4,PhilH23,English Stout,4,4.5,Stout,5,41862
1228496969,3.5,3.5,3,magictrokini,American Pale Ale (APA),3,3.5,XP Pale Ale,5.5,1657
1270598453,4,3.5,3.5,imperialstout27,American IPA,4,4.5,Racer 5 India Pale Ale,7,2751
1252776227,3.5,3.5,4,Haybeerman,Belgian Pale Ale,3.5,3,Karma,5.2,23042
1234904497,4.5,4.5,4,Thorpe429,Rye Beer,4.5,4.5,Hop Rod Rye,8,3158
1219105612,4.5,3.5,3.5,Haybeerman,Extra Special / Strong Bitter (ESB),3,4,14'ER ESB,5.13,67
1077715879,3.5,3,3.5,ark57,German Pilsener,3.5,3,Saranac Golden Pilsener,5.1,14486
1144362112,3,2,2.5,pootz,American Adjunct Lager,2.5,2,Muskoka FIX Hellas Beer,5,29679
1264044443,4.5,4,4.5,sweethome,Quadrupel (Quad),4.5,4.5,Schlafly Quadrupel,12,48513
1059514793,4.5,4,4,dmarch,American Porter,4.5,4.5,Mudskipper Porter,,5603
1137724191,2.5,3,3.5,germaniac,Vienna Lager,3,3,Special Amber,5,97
1231121306,4,4,5,yourefragile,American Amber / Red Ale,4.5,4.5,Terrapin Big Hoppy Monster,8.3,20232
1160085152,4,3.5,4,GCBrewingCo,Märzen / Oktoberfest,3.5,3.5,Weihenstephaner Festbier,5.8,6861
1061153501,3.5,3.5,4,IronDjinn,English Brown Ale,4,3.5,Wild Rose Brown,5,6875
1059231628,3.5,2.5,4,Reidrover,English Pale Ale,3,3.5,Samuel Smith's Old Brewery Pale Ale,5,575
1216694912,4,4,3.5,EStreet20,American Pale Ale (APA),4,3.5,Founders Pale Ale,5.4,4073
1282476567,4.5,4.5,4.5,timtim,Lambic - Unblended,4.5,4.5,Cantillon Iris,5,7435
1235195823,5,4,4,csmiley,Lambic - Fruit,5,5,Cantillon Saint Lamvinus,6,8954
1313635243,4.5,4.5,4,HopHead84,American IPA,4.5,4,Elimination,7,72190
1180458744,4,3.5,4,afinepilsner,Dunkelweizen,3.5,3.5,Franziskaner Hefe-Weisse Dunkel,5,924
1309151155,4,4,4,Shadman,American IPA,3.5,4,Indica India Pale Ale,6.5,1670
1313098902,4.5,4.5,4.5,LambicKing,Dunkelweizen,4,5,Weihenstephaner Hefeweissbier Dunkel,5.3,808
1245097253,4,3.5,3.5,Jayli,American Pale Ale (APA),4,4,Steel Rail Extra Pale Ale,5.3,93
1293314446,4.5,4.5,4,aglose45,Belgian Strong Dark Ale,4.5,4.5,Splinter Red,,48816
1141966184,2,4,5,IntriqKen,Russian Imperial Stout,3.5,2,Samuel Smith's Imperial Stout,7,782
1082045522,4,4.5,4,GIVEMEBACKMYSON,American IPA,4.5,4.5,Hop Ottin' IPA,7,611
1285373974,4,4,3,dpnelson1978,Dubbel,4,4,Pays Du Soleil,8,52493
1314899738,4,4,5,djmichaelk,Kölsch,3,4,Lancaster Kölsch,4.8,59238
1272815743,4,4,4.5,AgentZero,American IPA,4.5,4,Sculpin India Pale Ale,7,29619
1265503152,3.5,4,4.5,billab914,American Brown Ale,4,3.5,Christmas Ale,6.2,1999
1241581922,4,4.5,4,aggiearcher13,American Stout,4,4.5,Dark Horse Tres Blueberry Stout,7.5,6227
1218669409,3,3.5,4,FatSean,American Pale Ale (APA),4,4,Fresh Hop Pale Ale,6.1,26233
1324250079,4,4,4.5,russpowell,Belgian Strong Pale Ale,4,3.5,Gageleer,7.5,18442
1240881432,4.5,4.5,5,jsp2,American Black Ale,5,4.5,Iniquity (Imperial Black Ale),9,47228
1277858366,4,3,3.5,DMXLOX22,American Brown Ale,3.5,4,Duck-Rabbit Brown Ale,5.6,20206
1156002281,3.5,3.5,4,chilidog,Bock,3,3.5,Traditional Bock,5.4,1338
1294279998,2.5,3,2.5,OhYesILoveBeer,Old Ale,2,2.5,Gale's Conquest Ale Master Brew,9,679
1182916411,4,3.5,3.5,mbatley,English Brown Ale,4,4,Samuel Adams Brown Ale,5.35,27514
1282427564,4.5,4.5,4,biggred1,Hefeweizen,4,4,Weihenstephaner Hefeweissbier,5.4,731
1242096528,3.5,3.5,3.5,Phyl21ca,Witbier,3,3.5,Chi Orientale,4.5,49734
1308527235,4,4,3.5,JoeyBeerBelly,Cream Ale,4,4,Spotted Cow,4.8,1963
1204945772,4,3,4,ffejherb,Witbier,3.5,4,Samuel Adams White Ale,5.2,8297
1259376007,3,3.5,3,beer2day,Maibock / Helles Bock,2.5,3,Big Easy Imperial Maibock,7.1,3352
1200120532,4.5,4.5,4,rsyberg01,Gueuze,4.5,4.5,Cantillon Gueuze 100% Lambic-Bio (Organic Gueuze),5,11888
1311030119,4,4,4,csiewert,American Strong Ale,3.5,4,Arrogant Bastard Ale,7.2,92
1322711302,3.5,2.5,2,Jesse13713,Doppelbock,4,3.5,Doppel-Hirsch,7.2,1661
1053017778,3.5,4,4,tavernjef,American Stout,3.5,3.5,Fuel Cafe (Coffee Flavored Stout),5.93,2870
1284404078,3,3,3,kbutler1,Extra Special / Strong Bitter (ESB),3,3.5,Dragonmead Sir William's ESB,4.8,6644
1258423026,3.5,2,3,mnrider,English India Pale Ale (IPA),4,4,Samuel Smith's India Ale,5,573
1248563478,3,5,4,socalde,Winter Warmer,4,5,Spicy Folie,,51323
1142304207,3.5,5,4,tom444,American Double / Imperial Pilsner,4,4,Samuel Adams Imperial Pilsner 2005 Harvest,8.8,22839
1219511825,2.5,2,2,changeup45,American Blonde Ale,2,2,Molson Golden,5,1313
1195705221,4,3.5,4,littleshamrocks,Winter Warmer,4.5,3.5,Never Summer Ale,5.94,9590
1196808903,4.5,4,4,RiekerStarBrew,Munich Dunkel Lager,4.5,4.5,Ayinger Altbairisch Dunkel,5,134
1231178438,5,4.5,4,pmcadamis,Schwarzbier,4,4,Kidd Lager,4.5,22809
1326231506,3.5,4,3.5,projectflam86,American IPA,3.5,3.5,Brutal Bitter Ale,5.8,361
1119202910,4,5,4.5,cracgor,Tripel,4.5,4,La Fin Du Monde,9,34
1255026844,4.5,5,5,punkrkr27,Russian Imperial Stout,5,4.5,Yeti Imperial Stout,9.5,12013
1211054454,3.5,3.5,4,TurdFurgison,American Double / Imperial IPA,3.5,3.5,Struise Mikkeller (Elliot Brew),9,39379
1237183052,3.5,4,3.5,Pauly2X,Vienna Lager,3.5,4,Trader Joe's Vienna Style Lager,5.7,21674
1242242989,3.5,2.5,3.5,Fnord,Hefeweizen,3,3.5,Shiner Hefeweizen,5.4,1552
1311771767,2.5,3,3,Derranged,Euro Strong Lager,3,2.5,Larine Grand 95,10,71446
1318168354,3.5,3,4.5,boilermakerbrew,American IPA,3,2.5,Hare Trigger India Pale Ale,6.5,58374
1278719891,4.5,3.5,4,fank2788,American Amber / Red Ale,4,4,Stone Levitation Ale,4.4,6301
1075596145,3.5,4,4,merlin48,American Porter,4,4,Stone Smoked Porter,5.9,90
1240109191,4,4,4,badmoon,American IPA,4,4.5,Single-Wide I.P.A.,5.7,46606
1082695556,3.5,4.5,3.5,ZAP,American Amber / Red Lager,3.5,4,Big Fog Amber Lager,,11298
1142246637,4.5,4,3.5,mdagnew,Belgian Dark Ale,3.5,3.5,Leffe Brune / Brown,6.5,1862
1089948733,3,4,4,findlayfan,Tripel,3.5,4,Great Lakes Anniversary Ale,9.5,12895
1262919612,4,5,4.5,generalnotsew,American IPA,4.5,5,Sierra Nevada Torpedo Extra IPA,7.2,30420
1206659529,4.5,4.5,3.5,Pencible,American Double / Imperial IPA,4,3.5,Double Dog Double Pale Ale,11.5,35754
1265334920,5,4,4,Finn,Czech Pilsener,4,4.5,Samuel Adams Noble Pils,4.9,54904
1205016606,3.5,3.5,3.5,dsa7783,Saison / Farmhouse Ale,3.5,3.5,Avery Anniversary Ale - Twelve (Saison Ale),7.6,23540
1168305596,3.5,4.5,4,tugdriver7,Doppelbock,4.5,4.5,Butthead Doppelbock,8.2,115
1037441986,4.5,4.5,4,aaronh,Winter Warmer,4,5,Bobby Dazzler,6.5,375
1240068838,3.5,4,3.5,Cylinsier,Euro Pale Lager,3.5,4,Sapporo Reserve,5.2,774
1278033246,4,3.5,3.5,prototypic,Hefeweizen,4,4,"Columbus Hungry, Hungry Hefe",6,59731
1288934129,3,4.5,3.5,grittybrews,Belgian Pale Ale,4,3,Leffe Blonde,6.6,2137
1206907636,4.5,4,4,Beertracker,American Double / Imperial IPA,4,4.5,Double Wide I.P.A.,8.5,39639
1135993581,4,4.5,4,DrJay,Eisbock,4.5,5,Kuhnhenn Winter Wonder Lager,13,15092
1264995130,4.5,4,4.5,Tulkas,Saison / Farmhouse Ale,5,4.5,Hennepin (Farmhouse Saison),7.7,141
1149581577,3,3,4,JohnfromDublin,Lambic - Fruit,3.5,3.5,Belle Vue Framboise,5.2,5356
1196732890,4.5,4,4.5,seaoflament,American Amber / Red Ale,4.5,4,YuleSmith (Winter),9.5,47647
1312411997,4.5,4,3.5,Pinto21,American Barleywine,4.5,4,Vermonster,10,38776
1296839430,4,4,4,grub,Lambic - Fruit,4,4,Vesterbro Cassis Lambic,6,65912
1321762529,4,4,4.5,CMW,Witbier,3,4,"Schlafly #20, Volume 3: Citrus Witbier",6.5,71408
1324093747,3.5,4,3.5,nukem5,Winter Warmer,4,4,Harpoon Winter Warmer,5.5,310
1257493063,4,3.5,3.5,JohnGalt1,American Brown Ale,4,3.5,Christmas Ale,6.2,1999
1179979223,4,4,4,PittBeerGirl,Oatmeal Stout,4,4,Shakespeare Oatmeal Stout,6.1,56973
1061041452,4,3.5,3.5,CharlesRiver,American IPA,3.5,3.5,McNeill's Summer IPA,4.9,4840
1165810373,3.5,4.5,4,DaveFL1976,American Strong Ale,4,4.5,Bell's Eccentric Ale 2005 (Released 2006),,34267
1242243269,4.5,4,4,LordAdmNelson,Russian Imperial Stout,4.5,5,Yeti Imperial Stout,9.5,12013
1286126906,3,4,4,salvo,American Pale Ale (APA),3,3,Chatoe Rogue First Growth Wet Hop Ale,6.4,52743
1205548238,3.5,3.5,4,Mdog,American Porter,3,3.5,Mocha Porter,5.3,353
1209952831,4,4,4,JohnW,Saison / Farmhouse Ale,3.5,4,Lectio Divina,8,38427
1199152041,4,4,4,Georgiabeer,American IPA,4,4.5,Stateside IPA,7,33670
1171172789,4,2.5,4,northyorksammy,American IPA,4,4,Swamis IPA,6.9,5614
1122435560,4,4,4,PSUDREW,German Pilsener,4,4,Tröegs Sunshine Pils,5.3,4108
1278465453,4,3.5,4.5,Ghenna,Dubbel,4,3.5,La Trappe Dubbel (Koningshoeven / Dominus),7,626
1183570746,4.5,3.5,4,genog,Belgian Pale Ale,4.5,4,Orval Trappist Ale,6.9,129
1211508568,3,3,3.5,guinness33,Dortmunder / Export Lager,3.5,3,Duveneck Dortmunder,4.2,11795
1169348541,4.5,3.5,4,daliandragon,Czech Pilsener,4,4,Budweiser Budvar,5,6715
1295809581,4,4,4.5,vandemonian,American Double / Imperial IPA,5,4.5,He'Brew Bittersweet Lenny's R.I.P.A.,10,30970
1174155928,4,4,4,akorsak,German Pilsener,4,4,Tröegs Sunshine FEVA,5.3,35898
1089829509,4,4,4.5,TongoRad,American IPA,4,4,Harpoon IPA,5.9,311
1287285769,4,3.5,4.5,BretSikkink,Sahti,3.5,3.5,Lips Of Faith - Sahti,7.2,62022
1255211060,3.5,3.5,4.5,mjurney,American Pale Ale (APA),4,3.5,Pale Ale,5.5,4798
1165256809,4,4,4,Foxman,Fruit / Vegetable Beer,4,4,Black Raspberry Reserve,8,30464
1222308224,2.5,3,3,brewmudgeon,Witbier,3,2.5,Major Tom's Pomegranate Wheat,4.8,22557
1243974568,4.5,4,3.5,oelergud,American Porter,4,4.5,Tröegs Dead Reckoning Porter,5.4,12104
1253484756,4,4,4.5,TheFightfan1,Belgian IPA,4,3.5,Stone Cali-Belgique,6.9,43905
1288230006,2,3,3.5,JamnesCameron,American IPA,2.5,2.5,Isekadoya Triple Hop,5.1,31671
1146005948,3.5,3.5,4,dirtylou,Doppelbock,3.5,3.5,Bell's Consecrator Doppelbock,8,2732
1246843305,3.5,3.5,3.5,TheManiacalOne,American Brown Ale,3.5,4,Friar Brown,,50932
1209898244,2.5,3.5,4,albern,American Strong Ale,3,2.5,Wailing Wench,8,13726
1321374881,3.5,3.5,4,inlimbo77,American Porter,3,3.5,Token Bourbon Barrel Aged,9.5,72748
1227800564,4,3.5,4,LilBeerDoctor,Irish Dry Stout,4,4,Dry Irish Stout,,32561
1301218774,4.5,4,3.5,dfclav,Saison / Farmhouse Ale,4,4.5,CynicAle,6.7,30845
1309483626,4.5,4,3.5,Beejay,American Amber / Red Ale,4,4,Centennial Red (Brewmaster Series),7.9,63343
1135122942,3.5,4,3.5,czechsaaz,Doppelbock,4.5,4,Doppelbock,7.5,21331
1137275703,2,2,4,bark,Euro Pale Lager,2,2,Tennent's Lager,5,161
1236900640,4,3.5,3,ghebel,Scottish Gruit / Ancient Herbed Ale,3.5,4,Kelpie Seaweed Ale,4.4,1556
1225589885,4,4,4.5,webmanspidey,American Brown Ale,4,3.5,Hazelnut Brown Nectar,6.2,1339
1192479024,4.5,4,4,Foxman,Märzen / Oktoberfest,4,4,Ramstein Oktoberfest,6,12718
1286765732,4,4,3.5,Lolli1315,Doppelbock,4,4,Dark Horse Perkulator Coffee Dopplebock,7.5,39129
1286980355,2.5,2,2,taigor,American Adjunct Lager,2,2,Corona Extra,4.6,232
1181408381,2,3,3,Weizenmensch,American Adjunct Lager,2,3,Byron Bay Premium Ale,5,27275
1123217572,3.5,3.5,3.5,ILiveOffHops,Extra Special / Strong Bitter (ESB),3.5,3.5,Boont ESB,6.8,619
1279523209,3.5,4,4.5,EchoCharlieEcho,American Double / Imperial Stout,4.5,4.5,Older Viscosity,12,34094
1293591127,4.5,4.5,3.5,BeardedBoffin,Weizenbock,4,4.5,Snowstorm 2010,7,62974
1230510199,3.5,3,3.5,Derek,Fruit / Vegetable Beer,3.5,3,Peach Cream Ale,5,44592
1203293011,3,4,4.5,riboflavin88,Dubbel,3.5,3.5,Pere Jacques,8,16807
1081657391,3,3,3,RedDiamond,Scotch Ale / Wee Heavy,2.5,3.5,Hope & King Scotch Ale,6,6366
1208399696,4,4,4.5,bayoubeerguy,Winter Warmer,4,4.5,Samuel Smith's Winter Welcome Ale,6,577
1294535219,4,4.5,5,jefferz5000,American Wild Ale,4,4.5,Brute,6.5,43335
1323996706,4,4,4.5,Jparker37,American Black Ale,4,4,Komodo Dragon Fly Black IPA,6.5,56119
1306781337,4,4,3.5,rarbring,American IPA,3.5,3.5,Sigtuna East Coast IPA (Summer IPA),7,67461
1271081912,4,4,4,Brenden,Vienna Lager,4,4.5,Great Lakes Eliot Ness,6.2,229
1284666252,2,2,2,VBC,American Pale Ale (APA),2,2,Company Man Pale Ale,8,52789
1263533359,4.5,4,4,feloniousmonk,Weizenbock,4,4,Ayinger Weizenbock,7.1,37192
1194575758,4,4,4.5,smcolw,American IPA,4,3.5,High Tide Fresh Hop IPA,6.5,33467
1135381512,4,4,4,ChiSox05,American Amber / Red Ale,4,4,MacTarnahan's Amber Ale,5,461
1291687885,4,3.5,4,bobsy,American Double / Imperial Stout,3.5,3.5,Muskoka Double Chocolate Cranberry Stout,8,64132
1132416842,3.5,3.5,4,stcules,Keller Bier / Zwickel Bier,3,3.5,Freiherr Von Zech Kellerbier,5.2,26990
1204767116,3.5,4,4,DrDogbeer,American IPA,3.5,4,Sierra Nevada Celebration Ale,6.8,1904
1159751551,4,3.5,4,dgallina,English Porter,5,4.5,"Samuel Smith's, The Famous Taddy Porter",5,572
1270418676,4.5,3.5,3.5,Patrick999,English Barleywine,4,5,Insanity,11.1,18199
1235110106,3,2,4,dpsychoholic69,American Adjunct Lager,2,2.5,Red Stripe Jamaican Lager,4.7,689
1287010671,4,4,3.5,ppoitras,American Wild Ale,3.5,4,Cherry Woods,4.7,58412
